iso,filename,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,Corpus,H_scaled
acu,acu-x-udhr-1.csv,7.7790347779,8.1278275201,8.0480672606,8.2077346286,7.780769841,7.8274631588,8.4278042758,8.3017575771,7.9637972098,UDHR,0.1405356109
acu,acu-x-udhr-2.csv,7.8921140708,8.178830953,8.1931377288,8.385291484,7.8935465527,7.9428179923,8.4124864554,8.566530393,8.0471120446,UDHR,0.2706294838
ada,ada-x-udhr.csv,6.4567407604,6.566967777,6.7027836549,6.9005432697,6.4582645476,6.5285278387,6.7048294874,6.5519350375,6.5153791817,UDHR,-2.1211301688
afr,afr-x-udhr.csv,7.46970767,7.7148921663,7.7865726295,7.9994550541,7.47138944,7.5297610074,7.9459721738,7.5244936571,7.5871087073,UDHR,-0.4476533505
agr,agr-x-udhr.csv,8.5845531525,8.947677142,8.8693383777,9.0368865946,8.5855792051,8.6226418044,9.250729416,9.1382431464,8.7479498781,UDHR,1.3649689041
aii,aii-x-udhr.csv,7.8224408797,8.1673022203,8.1194188695,8.29721622,7.8241520864,7.8732831724,8.4791652897,8.4222041394,7.9961310205,UDHR,0.1910239864
ajg,ajg-x-udhr.csv,7.4023852235,7.6316737126,7.7587020171,8.0038015919,7.4039939546,7.4666177944,7.889524098,7.4993640878,7.4961214215,UDHR,-0.5897275492
aka,aka-x-udhr-akuapem.csv,7.3793649751,7.5946580413,7.6850833657,7.898222803,7.3809580121,7.4400914728,7.8089633616,7.4448782228,7.4939394717,UDHR,-0.5931346051
aka,aka-x-udhr-asante.csv,7.4747801891,7.6843918602,7.7801909531,7.9940825547,7.4762481552,7.5338388087,7.8684044296,7.5442626617,7.5879240619,UDHR,-0.4463801963
aka,aka-x-udhr-fante.csv,7.2607624996,7.4614776663,7.5692199043,7.7882188444,7.2623781704,7.3240946722,7.6595782215,7.3386742295,7.3652148538,UDHR,-0.7941346325
als,als-x-udhr.csv,7.548890067,7.8298911844,7.9413796374,8.1982519864,7.5505645949,7.6119140942,8.1895786827,7.7880355686,7.6159665708,UDHR,-0.4025925731
alt,alt-x-udhr.csv,8.261512042,8.6148376102,8.5337739303,8.6947738033,8.2627669157,8.3030090675,8.8890204725,8.7890558882,8.4416717202,UDHR,0.8867238012
amc,amc-x-udhr.csv,8.2048780876,8.5603799222,8.5360216111,8.7341688734,8.2062190598,8.2520489777,8.9276766876,8.8890941191,8.3307569624,UDHR,0.7135333912
ame,ame-x-udhr.csv,7.8981193949,8.148836398,8.2268200072,8.4465644762,7.8993883591,7.9510242041,8.3783651148,7.9585322757,8.0163243624,UDHR,0.2225553464
amh,amh-x-udhr.csv,8.5742159554,9.0162869067,8.8190383709,8.9526899746,8.5752998568,8.6076792033,9.5399349456,8.9765255595,8.7447294555,UDHR,1.3599403008
amr,amr-x-udhr.csv,7.6087154531,7.8765173104,7.8859835514,8.0655336224,7.6103771572,7.662476121,8.046876852,8.2353419648,7.7639174829,UDHR,-0.1715712047
arb,arb-x-udhr.csv,8.5445795291,8.9687866076,8.8105803071,8.9579057259,8.5457091233,8.5808035947,9.425204922,9.0057827704,8.7244722736,UDHR,1.3283092563
arl,arl-x-udhr.csv,7.4085419673,7.6343037543,7.7345278449,7.9595454609,7.4101405556,7.470117062,7.8649786143,7.4831520264,7.4961079134,UDHR,-0.5897486418
arn,arn-x-udhr.csv,6.9648170756,7.162205867,7.2788004664,7.502205292,6.9667853408,7.0356463041,7.3749925683,7.0498255528,7.0771427883,UDHR,-1.2439514119
ast,ast-x-udhr.csv,7.8359861478,8.1181713177,8.1807698916,8.4041960804,7.8374282369,7.8908161716,8.3999017099,8.6455482666,7.9487597339,UDHR,0.1170549969
auc,auc-x-udhr.csv,7.3871286145,7.6186337444,7.6527886365,7.8312992541,7.3888973009,7.4448226883,7.7602687143,8.0209264579,7.5764071571,UDHR,-0.4643635332
auv,auv-x-udhr.csv,7.8374652531,8.11470914,8.1461020716,8.3456724778,7.8389099693,7.8897474724,8.3662571577,8.5465764699,7.9667702617,UDHR,0.1451779515
ayr,ayr-x-udhr.csv,8.7480070403,9.2761364749,8.9123150832,8.9934396905,8.7488524921,8.7706806824,10.075175416,9.136456718,9.0111058768,UDHR,1.7758799156
azj,azj-x-udhr-cyrl.csv,8.1676383408,8.5206507303,8.474719893,8.6581284715,8.1689949832,8.2134281502,8.8299725159,8.7902444596,8.2875232848,UDHR,0.6460251669
azj,azj-x-udhr-latn.csv,8.1634955172,8.5164953676,8.4710746248,8.654782002,8.1648566168,8.2093969177,8.8252242376,8.7873599156,8.2833818909,UDHR,0.6395584917
bam,bam-x-udhr.csv,7.289692514,7.5231330793,7.6101327361,7.8287394052,7.2915070635,7.353662442,7.7496165966,7.3548582567,7.4007613864,UDHR,-0.7386296783
ban,ban-x-udhr.csv,7.8983981105,8.1890090163,8.1979887558,8.3885001429,7.8998323863,7.9487202937,8.4033326723,8.5649757099,8.0444764878,UDHR,0.2665141328
bba,bba-x-udhr.csv,7.5628088401,7.7806092527,7.8431257279,8.0363525401,7.5642691422,7.6182854739,7.9380973873,7.6066332178,7.7039906557,UDHR,-0.2651453329
bci,bci-x-udhr.csv,6.7397967819,6.8735012457,7.0275581899,7.2515249083,6.7412628363,6.809688184,7.0544227468,6.8498894173,6.7950312212,UDHR,-1.6844610335
bcl,bcl-x-udhr.csv,6.8715735409,7.068063295,7.2293203566,7.4867074148,6.8734924324,6.9464664929,7.3426721631,6.9916196604,6.9498142934,UDHR,-1.4427714308
bel,bel-x-udhr.csv,8.2888351436,8.6470404142,8.6001202617,8.7852763535,8.290099834,8.33314131,8.9922164087,8.9177145399,8.430572851,UDHR,0.8693932156
bem,bem-x-udhr.csv,8.4704229444,8.8558709059,8.711844207,8.8493942991,8.4715179614,8.5057243863,9.1735707362,8.8945892439,8.6765175936,UDHR,1.2534293138
ben,ben-x-udhr.csv,8.3258042676,8.6874230245,8.5816394672,8.731345662,8.3269966615,8.3646596553,8.9741325645,8.8044976332,8.517028506,UDHR,1.0043913947
bfa,bfa-x-udhr.csv,7.0484440301,7.2274677776,7.3405967407,7.5536013584,7.0501324594,7.114607904,7.4007954987,7.1286994004,7.1404249315,UDHR,-1.145138048
bho,bho-x-udhr.csv,7.5576300886,7.8126416768,7.8771196708,8.0908836742,7.559208748,7.6150844191,8.057090694,8.3373645307,7.6246647418,UDHR,-0.3890106132
bin,bin-x-udhr.csv,6.9280498515,7.127426591,7.2067422835,7.4038220437,6.9301278595,6.9961086098,7.3117070547,6.9832041775,7.0389029938,UDHR,-1.3036618222
bis,bis-x-udhr.csv,6.6748528001,6.8092469342,6.9379723488,7.1415907492,6.6765157185,6.7456484842,6.9629414484,6.765081995,6.7522722509,UDHR,-1.7512280151
blu,blu-x-udhr.csv,7.7445923702,7.8958478254,7.933519777,8.0752020245,7.7455241611,7.7873904497,7.9847803218,7.7624733944,7.866314512,UDHR,-0.0116809988
boa,boa-x-udhr.csv,8.4606275832,8.8292250143,8.7192517454,8.8692411897,8.4617351106,8.4980650261,9.107512797,8.9392699104,8.6588629354,UDHR,1.22586204
bod,bod-x-udhr.csv,7.971543554,8.6900171799,7.971543554,7.971543554,7.971543554,7.971543554,15.9747408034,7.9678580049,7.971543554,UDHR,0.152631319
bos,bos-x-udhr-cyrl.csv,8.1674993652,8.5261741418,8.4962269857,8.692188851,8.1688863041,8.2150956891,8.9101881339,8.8418210817,8.3075011532,UDHR,0.6772200708
bos,bos-x-udhr-latn.csv,8.1674993652,8.5261741418,8.4962269857,8.692188851,8.1688863041,8.2150956891,8.9101881339,8.8418210817,8.3075011532,UDHR,0.6772200708
bre,bre-x-udhr.csv,7.7153292697,7.9707161674,8.0295335657,8.2378950681,7.7168066469,7.7705468056,8.2043020716,8.4694649537,7.8547888716,UDHR,-0.0296779762
btb,btb-x-udhr.csv,7.5096315571,7.7813173302,7.7749840032,7.9454916628,7.5114283255,7.5638773864,7.9552042731,8.0962811617,7.696899656,UDHR,-0.2762177382
bug,bug-x-udhr.csv,7.7995888354,8.0946855483,8.1336315829,8.3463776365,7.801140381,7.8544639074,8.4030555414,8.5591930689,7.9343187048,UDHR,0.0945057185
bul,bul-x-udhr.csv,7.7455229807,8.0347662333,8.0998577536,8.3278907488,7.7470857372,7.802729777,8.3393079371,8.5723521954,7.8502675603,UDHR,-0.0367378821
cab,cab-x-udhr.csv,7.8346652869,8.1387043244,8.1098118129,8.2807864189,7.8362136877,7.8837636685,8.335326351,8.4143042406,8.0121127702,UDHR,0.2159790585
cak,cak-x-udhr.csv,6.9581599931,7.1173588083,7.2553206651,7.4786901059,6.9596957505,7.0253110655,7.2966232491,7.0565470841,7.0190918532,UDHR,-1.3345963852
cat,cat-x-udhr.csv,7.6091907529,7.8725242801,7.9542235203,8.1819278765,7.6107967442,7.6687062002,8.1194807698,7.6752767064,7.7255193843,UDHR,-0.2315288025
cbi,cbi-x-udhr.csv,8.2865115174,8.5358589726,8.6121722279,8.8308495144,8.2874609437,8.3323356099,8.7360389059,9.0517621912,8.3746220271,UDHR,0.7820275095
cbr,cbr-x-udhr.csv,7.3736271742,7.5714889549,7.6901216325,7.9161960055,7.3750693426,7.4347403696,7.7571207829,7.4598152983,7.4553875744,UDHR,-0.6533323555
cbs,cbs-x-udhr.csv,7.2983449072,7.651518835,7.5226143101,7.6532168217,7.3006576904,7.3486587155,7.9361159647,7.6977704797,7.5419253181,UDHR,-0.5182059971
cbt,cbt-x-udhr.csv,7.8731590018,8.2259347965,8.1698361419,8.346005874,7.8748363022,7.9230294157,8.5612457724,8.4645870567,8.0490195393,UDHR,0.2736079854
cbu,cbu-x-udhr.csv,8.2865315154,8.6581763405,8.5343032672,8.6774974018,8.2877630188,8.3249384772,8.9484878102,8.7363637843,8.4692328548,UDHR,0.9297597713
ccx,ccx-x-udhr.csv,7.7773584148,8.0822207612,8.0977107405,8.2990091178,7.7789783138,7.8314761619,8.3750324308,8.4856214382,7.9177333211,UDHR,0.0686080881
ceb,ceb-x-udhr.csv,6.9060495249,7.1238409878,7.2918422923,7.5639344543,6.9080223043,6.9814149099,7.4473758262,7.033340115,6.9604681078,UDHR,-1.4261357863
ces,ces-x-udhr.csv,8.3781056843,8.7527410094,8.6688939772,8.8382203684,8.3793180953,8.4193089042,9.0910338927,8.9376384554,8.5364847987,UDHR,1.0347718723
cha,cha-x-udhr.csv,7.2882399069,7.5274383695,7.6581486437,7.910396986,7.2900199517,7.3557288807,7.8098020924,7.3893286163,7.3814015587,UDHR,-0.7688595283
chj,chj-x-udhr.csv,7.0861648033,7.3060435586,7.4226248107,7.6567312183,7.0880896371,7.1553937965,7.5378590647,7.1732629055,7.1611842157,UDHR,-1.1127229843
chk,chk-x-udhr.csv,6.9643173876,7.1172095295,7.2234692949,7.4187894425,6.965887763,7.0287705467,7.2713981758,7.0372941711,7.0500377233,UDHR,-1.2862752416
cic,cic-x-udhr.csv,7.4808968716,7.9159953759,7.6881879931,7.7986704212,7.4830862141,7.5242455026,8.3527176344,7.7858996833,7.7922983851,UDHR,-0.1272551895
cjk,cjk-x-udhr-1.csv,7.8640048945,8.2185913339,8.1620409973,8.3385335475,7.8657033139,7.9141997761,8.5423325754,8.4564592425,8.0355031812,UDHR,0.2525025559
cjk,cjk-x-udhr-2.csv,7.7728501266,8.064580938,8.0526319889,8.2293312239,7.774417219,7.8234990266,8.2748833179,8.3802207746,7.9178650227,UDHR,0.0688137366
cjs,cjs-x-udhr.csv,7.9167428753,8.2866410283,8.1463075316,8.2786313261,7.9182854408,7.9579604102,8.5746955551,8.32116479,8.1232733904,UDHR,0.3895533761
ckb,ckb-x-udhr.csv,7.9990363283,8.2905325445,8.2891883191,8.4729467977,8.0003805416,8.0469751508,8.509212051,8.6363653768,8.1512534814,UDHR,0.4332435353
cnh,cnh-x-udhr.csv,7.4677777606,7.6350603455,7.7414172081,7.9438455674,7.4689780447,7.5236932366,7.7855653546,7.5416738223,7.5591972427,UDHR,-0.4912363515
cni,cni-x-udhr.csv,7.7113056707,8.0418063343,8.03592992,8.2347013897,7.7131022021,7.7666892725,8.3811353323,8.4028749761,7.8489828651,UDHR,-0.0387438991
cof,cof-x-udhr.csv,7.8606523461,8.1579742283,8.0910885362,8.2338040394,7.8620949319,7.9044113513,8.3252228646,8.322208623,8.0834819511,UDHR,0.3274201142
cos,cos-x-udhr.csv,7.6115193139,7.8410389794,7.9141326975,8.1208057218,7.6129710546,7.6677384097,8.033171251,7.6650954675,7.7354362087,UDHR,-0.216043948
cot,cot-x-udhr.csv,8.3723978157,8.7459947399,8.6594642113,8.8267209075,8.3736092403,8.4133594111,9.0925782481,8.9233185885,8.538002614,UDHR,1.0371419
cpu,cpu-x-udhr.csv,8.4526482922,8.7416924963,8.7619559152,8.9586017718,8.4536345299,8.4954514363,8.9289810531,9.1450092219,8.6090082553,UDHR,1.1480152984
crs,crs-x-udhr.csv,7.5297432122,7.7505441612,7.8120213057,8.0061307223,7.5312509248,7.5859359621,7.931578221,7.5729755721,7.6779069857,UDHR,-0.3058742818
csa,csa-x-udhr.csv,7.0577808672,7.2678712373,7.3674493114,7.5834972396,7.0597742177,7.1266678523,7.4676589166,7.1307927776,7.1874456082,UDHR,-1.0717165265
csw,csw-x-udhr.csv,6.9466980922,7.2224632381,7.3242728247,7.5714633298,6.9492781794,7.02342215,7.5971701114,7.0302782644,7.0508898246,UDHR,-1.2849447084
ctd,ctd-x-udhr.csv,7.7417936057,7.9975786246,8.0832612491,8.3115758967,7.7431924395,7.7978114164,8.2468864398,7.9461762911,7.8334141728,UDHR,-0.0630539933
cym,cym-x-udhr.csv,7.8805793098,8.1748063629,8.2064053986,8.4140554761,7.8820391511,7.9332517391,8.4612023964,8.6190061115,8.0135750166,UDHR,0.2182623169
dag,dag-x-udhr.csv,7.4650455839,7.6649322585,7.7594979526,7.9683733582,7.4664565856,7.5230869723,7.8339264103,7.5323130025,7.5657754559,UDHR,-0.4809646486
dan,dan-x-udhr.csv,7.8456747371,8.1341067204,8.159872455,8.3606163617,7.847158205,7.8982380468,8.4037074272,8.5561370818,7.9841097578,UDHR,0.1722531081
ddn,ddn-x-udhr.csv,7.1086506119,7.3176774502,7.3918835538,7.5896852011,7.1105692041,7.1733619108,7.510866322,7.1607632298,7.2365917923,UDHR,-0.9949760823
deu,deu-x-udhr-1901.csv,7.9847316402,8.2913993219,8.2952090902,8.4891614102,7.9861482268,8.0345665625,8.5229093697,8.6611747827,8.1371658164,UDHR,0.4112460255
deu,deu-x-udhr-1996.csv,7.9847316402,8.2913993219,8.2952090902,8.4891614102,7.9861482268,8.0345665625,8.5229093697,8.6611747827,8.1371658164,UDHR,0.4112460255
dga,dga-x-udhr.csv,6.5974309106,6.7159995113,6.8414640447,7.0347261822,6.5989713592,6.6669310148,6.8435086151,6.6846308797,6.6605389031,UDHR,-1.8944671695
dip,dip-x-udhr.csv,7.4761493971,7.7314835194,7.7865019398,7.9924360843,7.4778821809,7.5353920284,7.963352333,8.2205906185,7.5990461227,UDHR,-0.4290133976
div,div-x-udhr.csv,8.8674454218,9.2522930265,9.112936886,9.2528307688,8.8682837732,8.8987752379,9.5341451534,9.3014455077,9.0742542145,UDHR,1.8744843458
dyo,dyo-x-udhr.csv,8.0547071543,8.4321837008,8.3223794665,8.4769487126,8.0562006724,8.0982491415,8.7690485142,8.5516967271,8.224133097,UDHR,0.5470430942
ell,ell-x-udhr-monotonic.csv,7.9434159763,8.2345678863,8.2858778159,8.5046458753,7.9448134919,7.9965792439,8.5063841792,8.7294326126,8.0771884042,UDHR,0.3175929101
ell,ell-x-udhr-polytonic.csv,7.9650648909,8.2605005033,8.3106068007,8.5304741586,7.9664559069,8.0180238914,8.5475100389,8.7544745687,8.0981305303,UDHR,0.3502934765
emk,emk-x-udhr.csv,6.9392528029,7.14381404,7.2385192805,7.4488914617,6.9413611532,7.009575837,7.341980717,7.0075313825,7.0606083184,UDHR,-1.2697695418
eml,eml-x-udhr.csv,7.8318646362,8.090310619,8.150393339,8.3614945441,7.8332248984,7.8850041007,8.3186257813,8.5973162999,7.9538746747,UDHR,0.1250418393
eng,eng-x-udhr.csv,7.4140473019,7.6589271476,7.7469398554,7.9716710327,7.415761955,7.4762170743,7.9121819116,7.4814264032,7.5195869035,UDHR,-0.5530868304
epo,epo-x-udhr.csv,7.9065581398,8.2161958502,8.2202192901,8.4164336596,7.9080461731,7.957609042,8.5061660396,8.5923314643,8.0357961189,UDHR,0.2529599703
est,est-x-udhr.csv,8.3215649344,8.7168760866,8.6185025139,8.7893155422,8.3228565239,8.3635315646,9.1868421577,8.8850210453,8.4596696916,UDHR,0.9148271493
eus,eus-x-udhr.csv,8.3587198243,8.7525331004,8.6405195659,8.8017760398,8.3599688398,8.3990246593,9.1516636353,8.8819450674,8.5063684768,UDHR,0.9877460459
eve,eve-x-udhr.csv,7.8658468199,8.3205292434,8.1023370408,8.2283603549,7.8676489423,7.9073875948,8.88194888,8.2348012594,8.1047691495,UDHR,0.3606595018
evn,evn-x-udhr.csv,8.4080629472,8.9022806361,8.5876260194,8.6785774025,8.4091728174,8.4358064838,9.5202956704,8.6286183972,8.6909431747,UDHR,1.2759544705
ewe,ewe-x-udhr.csv,7.8442680454,8.0740992845,8.1337463314,8.3308988271,7.8455151758,7.8953189459,8.2501029456,7.8870908098,7.9836334704,UDHR,0.1715093981
fao,fao-x-udhr.csv,7.944089425,8.2645633818,8.2732495228,8.477137762,7.9455855728,7.9958138688,8.6003828318,8.6594140288,8.0817285675,UDHR,0.3246822529
fij,fij-x-udhr.csv,6.6050811026,6.7643279286,6.9064996102,7.1327200505,6.6070668089,6.6816541824,6.9726435657,6.7070478855,6.6841636531,UDHR,-1.857577758
fin,fin-x-udhr.csv,8.4285186114,8.8716221509,8.7209179555,8.882272723,8.429791791,8.4680331173,9.4935300554,8.9476130337,8.565023162,UDHR,1.0793337587
flm,flm-x-udhr.csv,7.2555126252,7.4160227174,7.5406840371,7.7538869368,7.2568223598,7.3161923627,7.5760709949,7.3436226638,7.3347512259,UDHR,-0.8417027678
fon,fon-x-udhr.csv,7.0123386153,7.1724372884,7.3059974546,7.5253734757,7.0138853674,7.0791940501,7.3483238089,7.1077834362,7.0971668603,UDHR,-1.2126843623
fra,fra-x-udhr.csv,7.8103837338,8.0750606757,8.136845377,8.3515014304,7.8117961314,7.8646488616,8.3055444821,8.588338585,7.9284319483,UDHR,0.0853137066
fri,fri-x-udhr.csv,7.7279729101,7.9812316352,8.0471013119,8.259410048,7.7294243628,7.7833523698,8.2166869778,7.9970354099,7.8614228811,UDHR,-0.0193191489
fuc,fuc-x-udhr.csv,7.8095061954,8.1119894679,8.1539583349,8.371852488,7.8110699547,7.8648891667,8.4079211724,8.5890748149,7.9161016138,UDHR,0.0660602211
fur,fur-x-udhr.csv,7.6627371742,7.9112418509,7.988361282,8.2066622633,7.6642173906,7.7196646155,8.150362305,7.7220601281,7.7793202517,UDHR,-0.1475201956
gaa,gaa-x-udhr.csv,7.3017776445,7.5121886368,7.6279098399,7.857329134,7.3033893828,7.3655264091,7.7368201874,7.3870197291,7.4006117076,UDHR,-0.7388633977
gag,gag-x-udhr.csv,8.2977981934,8.6753200359,8.5860862649,8.7536011061,8.2990791758,8.3397844308,9.023644966,8.8494508631,8.444067515,UDHR,0.8904647703
gax,gax-x-udhr.csv,8.0220189416,8.34296541,8.2968642595,8.4651862999,8.0234150338,8.0676499567,8.5884371573,8.5867697926,8.1972955903,UDHR,0.5051370496
gjn,gjn-x-udhr.csv,6.8389218054,6.9940645625,7.1023489233,7.3000014192,6.840667478,6.9068857139,7.1369988189,6.9138103754,6.9258763503,UDHR,-1.4801498849
gkp,gkp-x-udhr.csv,7.5728688842,7.826609218,7.8497547813,8.0317518614,7.5745182031,7.6276466591,8.0022318242,8.2145250264,7.7424566196,UDHR,-0.2050817653
gla,gla-x-udhr.csv,7.4874806266,7.7289694197,7.8375942005,8.0752440881,7.4890702244,7.549359011,7.9844931285,7.571064815,7.5776937951,UDHR,-0.4623544826
gle,gle-x-udhr.csv,7.8177446667,8.0862982891,8.1582643316,8.381562712,7.8191638511,7.8729748539,8.3470678856,8.6265797775,7.9412015124,UDHR,0.1052530374
glg,glg-x-udhr.csv,7.8373119146,8.1122517482,8.155395057,8.3616661982,7.8387507437,7.8904968201,8.3378044757,8.5756458229,7.9700403453,UDHR,0.150284099
guc,guc-x-udhr.csv,7.6490251843,7.9873563222,7.9603488309,8.1478779224,7.6509556236,7.7046663879,8.2656506086,8.2909734925,7.8167978559,UDHR,-0.088999925
gug,gug-x-udhr.csv,8.3785650312,8.7664128419,8.6650437929,8.8295215477,8.3797998553,8.419257606,9.1208775907,8.9159067082,8.5418359415,UDHR,1.0431275378
guj,guj-x-udhr.csv,8.2367161718,8.5871175781,8.5362956397,8.7151099206,8.2380074915,8.2810207407,8.8868648075,8.8400219861,8.3875165238,UDHR,0.8021619191
guu,guu-x-udhr.csv,6.3427554217,6.5063481091,6.7148386261,6.9956004854,6.3447868801,6.4279140094,6.8076379377,6.4971479586,6.3802362429,UDHR,-2.3321522316
gyr,gyr-x-udhr.csv,7.9028387413,8.2061868707,8.1969747591,8.3804177466,7.9043318051,7.9528093686,8.4249867407,8.5352125855,8.0784529908,UDHR,0.319567528
hat,hat-x-udhr-kreyol.csv,7.6694046176,7.9061108089,7.9745782044,8.1815817013,7.6708296637,7.7246108298,8.1186264881,7.7200286294,7.7992502875,UDHR,-0.1163999809
hat,hat-x-udhr-popular.csv,7.3433675742,7.5224607517,7.6356744601,7.8492377564,7.3447375064,7.4031652751,7.7182315704,7.4234521123,7.4397861591,UDHR,-0.6776935457
hau,hau-x-udhr-1.csv,7.4812013256,7.6651075502,7.7680196576,7.9767649642,7.48245664,7.5372817403,7.8393932528,7.5530839233,7.5507917497,UDHR,-0.5043613027
hau,hau-x-udhr-2.csv,7.4812013256,7.6651075502,7.7680196576,7.9767649642,7.48245664,7.5372817403,7.8393932528,7.5530839233,7.5507917497,UDHR,-0.5043613027
haw,haw-x-udhr.csv,6.3493399117,6.4645004363,6.5927214887,6.7863661059,6.3511258324,6.4248768051,6.60525187,6.4387495518,6.4180305104,UDHR,-2.2731374998
hea,hea-x-udhr.csv,7.4600740071,7.5960604067,7.653923377,7.8017351602,7.4611464707,7.5088169108,7.664794716,7.4941467316,7.5916953255,UDHR,-0.4404914696
heb,heb-x-udhr.csv,8.6992124568,9.1661312006,8.9393495784,9.0673105657,8.7002295011,8.7306836125,9.7740172717,9.0755638586,8.8859944642,UDHR,1.580521811
hil,hil-x-udhr.csv,6.7594732156,6.9564082662,7.1315237085,7.3996879857,6.7614895056,6.8376389489,7.2627665794,6.8905056877,6.8276688372,UDHR,-1.6334982742
hin,hin-x-udhr.csv,7.8266792177,8.078112615,8.1287169523,8.3297373079,7.8280280377,7.8788098976,8.2807497408,8.5514843934,7.9628926761,UDHR,0.1391232059
hlt,hlt-x-udhr.csv,7.5119384267,7.7047427993,7.7895647416,7.9874689063,7.5132919835,7.5680405216,7.8704167887,7.570922309,7.6347680306,UDHR,-0.3732345995
hms,hms-x-udhr.csv,7.0001341943,7.1573295788,7.2567244349,7.4488417275,7.0017192842,7.0637512268,7.3096099009,7.0678677412,7.0920912596,UDHR,-1.2206097762
hna,hna-x-udhr.csv,7.603716158,7.8312180683,7.9379250709,8.1677470927,7.6051385564,7.6624914129,8.0697900652,7.6840842472,7.721089598,UDHR,-0.2384457946
hni,hni-x-udhr.csv,7.7993707704,8.0595449269,8.1008892555,8.2991219038,7.8007900733,7.8520042554,8.2441228676,8.5086618947,7.9355243884,UDHR,0.096388361
hrv,hrv-x-udhr.csv,8.2521382817,8.628545136,8.5712247159,8.7577617163,8.2534869157,8.2975097864,9.0227183953,8.8839683021,8.3968308582,UDHR,0.8167060017
hsb,hsb-x-udhr.csv,8.3820533604,8.7737941795,8.6889456707,8.8655080582,8.383307348,8.4243194055,9.1826046058,8.9699116606,8.5317606028,UDHR,1.0273951675
hsf,hsf-x-udhr.csv,7.5396050541,7.7565711746,7.8416987236,8.0508216956,7.5410692111,7.5974111473,7.9379094504,7.6015522487,7.6619359785,UDHR,-0.3308125799
hun,hun-x-udhr.csv,8.2020752514,8.5725908317,8.5323999866,8.7275964706,8.2034501834,8.2489481367,8.9964913606,8.8715931582,8.3254206122,UDHR,0.7052008239
hus,hus-x-udhr.csv,6.8089985792,7.0004775549,7.1182794731,7.3402506981,6.8111160212,6.8827495302,7.2144855283,6.8942257499,6.9099324056,UDHR,-1.5050459255
huu,huu-x-udhr.csv,7.6208352236,7.8941364644,7.8767476798,8.0405355983,7.6224966023,7.6720003536,8.0530919002,8.1783867153,7.8163761571,UDHR,-0.0896583964
hva,hva-x-udhr.csv,6.9093829998,7.1042470174,7.2298159236,7.459527257,6.9113476848,6.9812571512,7.3318238704,7.0009259931,6.9994917788,UDHR,-1.365201374
hye,hye-x-udhr.csv,8.1622638698,8.5144474892,8.4495429355,8.6199819746,8.1636255444,8.2066814812,8.8046151606,8.7296831462,8.3448720209,UDHR,0.7355736753
ibb,ibb-x-udhr.csv,7.1449404267,7.3042587987,7.4003859888,7.5914543819,7.1463752879,7.2050576387,7.4376759074,7.2099693415,7.2314809865,UDHR,-1.0029564681
ibo,ibo-x-udhr.csv,7.3389307612,7.5388997942,7.6364303006,7.8477687323,7.340461877,7.3996003018,7.7260025367,7.4084622395,7.4417429898,UDHR,-0.6746380072
ido,ido-x-udhr.csv,7.7975808371,8.0832344552,8.0934755018,8.2823924772,7.7991022533,7.8494035293,8.2991805336,8.4587251639,7.9422899516,UDHR,0.1069526059
ike,ike-x-udhr.csv,8.3313932642,8.8797109094,8.5377586766,8.6409825174,8.3326858786,8.362056273,9.9878657036,8.5989423925,8.5010169682,UDHR,0.9793898092
ilo,ilo-x-udhr.csv,6.8795598867,7.1006104281,7.2788911125,7.558828617,6.8816087206,6.9572228309,7.4398311259,7.0159826628,6.9490218736,UDHR,-1.444008773
ina,ina-x-udhr.csv,7.2722342123,7.4973355662,7.6156432444,7.8534194038,7.2739604909,7.3379363272,7.7443705804,7.361277139,7.3648828763,UDHR,-0.7946530064
ind,ind-x-udhr.csv,7.8382009578,8.117187132,8.1325532487,8.3219777584,7.8396521598,7.8892187902,8.3349770095,8.5036108692,7.9814732599,UDHR,0.1681362876
isl,isl-x-udhr.csv,8.2303092339,8.56642296,8.5217126572,8.6979611201,8.2315658626,8.2741596472,8.8462505448,8.8253973872,8.3847762054,UDHR,0.7978829857
ita,ita-x-udhr.csv,7.9351616795,8.2129812766,8.2397564996,8.435790846,7.9365280792,7.9857083223,8.4046645004,8.6286205884,8.0834297152,UDHR,0.3273385493
jav,jav-x-udhr.csv,8.0434694878,8.3312436477,8.348080607,8.5425285912,8.0447582855,8.0918672562,8.5478656364,8.7275539456,8.1827725268,UDHR,0.4824596767
jiv,jiv-x-udhr.csv,8.4563317693,8.8275216281,8.7306775643,8.8902753069,8.4574602132,8.4951290719,9.1341790137,8.9752695236,8.6221616228,UDHR,1.1685539279
kal,kal-x-udhr.csv,8.8172549005,9.335672082,9.0007241769,9.0933404896,8.8181040135,8.8414212732,10.1255783092,9.0411997774,9.026102436,UDHR,1.7992966393
kan,kan-x-udhr.csv,9.0157463905,9.5346488621,9.1923187207,9.2805685196,9.0164762754,9.0378093422,10.2869122074,9.2645507074,9.2809186764,UDHR,2.1971853426
kat,kat-x-udhr.csv,8.3643812237,8.7507952436,8.6489454148,8.8129868149,8.3656149855,8.4049542878,9.1294735268,8.9002529358,8.5131221581,UDHR,0.9982917376
kaz,kaz-x-udhr.csv,8.5902398183,8.9825300869,8.8274747761,8.9613342424,8.5912541004,8.6237428517,9.2962102723,8.9978942526,8.8095335432,UDHR,1.4611301402
